PESSOA;IDADE;RENDIMENTO_ANUAL;SITUACAO_PROPRIEDADE;ANOS_TRABALHADOS;EMPRESTIMO;MOTIVO_EMPRESTIMO;PONTUACAO;VALOR_EMPRESTIMO;JUROS;POSSIB_INADIMPLENCIA;EMPRESTIMO_PERC_RENDA_ANUAL;SOLICITACAO;INADIMPLENTE;ANOS_PRIMEIRO_CREDITO
fx8Oa3t6-Na4O;21;111000;Hipotecada;4.0;jDERS8Xn-m38L;Empreendimento;A;28000;7.49;0;0.25;49ynPGOW-e8Hq;0;2
YzqxMBcU-ZmSz;27;165000;Hipotecada;6.0;KeXpLEbd-cIvh;Melhora do lar;C;35000;12.99;0;0.21;DZjDK8Dm-bJd9;0;9
J2vjPiPf-gof0;36;46000;Hipotecada;6.0;pwGgrBqh-rg6S;Pessoal;C;5350;15.27;1;0.12;glJDUL98-caxt;0;12
F9KvcYY7-yjwr;34;79000;Hipotecada;1.0;A8jFjL1v-k7FB;Pessoal;A;4800;9.32;0;0.06;2oCetq7z-jnTc;0;6
JJKjNN3w-Jcfn;21;10000;Própria;6.0;wR19lYiR-ij6m;Empreendimento;D;1600;14.74;1;0.16;Jn7wWhpq-ef5H;0;3
Ess87kTn-4zfS;33;72000;Hipotecada;6.0;1vl1QZ1e-nImx;Empreendimento;A;4250;5.42;0;0.06;xlIDhvle-aA9W;0;5
w5ZxPDKX-IfdS;52;85000;Alugada;1.0;7XvCuqdu-WA8Y;Pagamento de débitos;B;11000;12.42;0;0.13;911zjUr9-sipn;0;25
j6HAjJme-3Ck0;35;30000;Hipotecada;3.0;7c3vbkIg-E47I;Melhora do lar;C;10000;13.43;1;0.33;oPsYUmNr-6FjB;0;7
ttu326kr-Tmvy;31;60380;Hipotecada;10.0;AkACQ44g-2R5l;Pessoal;B;6000;11.48;0;0.1;8taSzr25-ExLW;0;10
ssTNnXoC-FDkQ;22;18996;Alugada;3.0;u5IqzPpM-oGQD;Pessoal;D;3200;15.28;1;0.17;TwCBAkKN-WgDL;0;2
oibzhjzo-OTiY;21;50031;Hipotecada;5.0;oGXuH4UA-TCb5;Pessoal;A;2000;5.99;0;0.04;IvJpsoFv-XtSB;0;2
0qGYLCfi-bGK8;29;32000;Hipotecada;5.0;aOu7Sdu4-wSf6;Médico;A;3100;7.51;1;0.1;rPqIJTB7-suco;0;5
PDJYwcLg-saP0;30;119000;Hipotecada;14.0;QyEHQpkR-KnNF;Pessoal;C;25000;12.73;0;0.21;T06ciuFX-J1aU;1;8
ezhaxwpm-szL9;33;110000;Alugada;3.0;Fd24qbcg-TrOJ;Empreendimento;C;10000;13.57;0;0.09;uJ8q7cqk-RKmJ;1;9
dpPZ6Ggg-vmeW;25;31000;Alugada;0.0;3KoNeXvY-NZdt;Pessoal;A;5000;8.94;0;0.16;Hj37Du4f-kdsR;0;2
wjbuyhj2-9sRo;24;64000;Hipotecada;3.0;EMuAnIzL-3ZnY;Médico;B;13225;10.37;0;0.21;GRi6AWXg-qE0W;0;3
zDejeo3r-jWTv;29;34000;Alugada;13.0;C3fDza7W-6USh;Empreendimento;C;2000;14.72;0;0.06;0mQ11dqJ-Fd3P;0;5
oksifNgU-1I0A;29;126000;Alugada;10.0;Phn0UOXA-iD1L;Melhora do lar;E;24250;16.7;0;0.19;i6breAUM-MqR0;1;7
FD75IyKI-m1Xb;27;31000;Alugada;4.0;0vv3Up6C-RKUr;Pagamento de débitos;A;8000;7.66;1;0.26;rFp10hLW-OdGS;0;8
UW1yuZtW-9fJW;47;65000;Alugada;1.0;XqXkob4a-iGUy;Pagamento de débitos;C;3100;13.49;0;0.05;IWPvwhiD-Gq7X;1;12
8cqMGfLu-Dri8;25;96000;Hipotecada;9.0;HOkJbRcb-krLa;Pagamento de débitos;B;18250;11.11;0;0.19;AL3NF0Ny-hQqN;0;4
YTsQNQFH-z91C;22;72000;Alugada;1.0;CsG6ilXL-FadA;Médico;B;5000;11.49;0;0.07;HGteyRIy-0PrW;0;3
2E6nm3lR-cgHm;28;29000;Alugada;4.0;GQ0h31Xc-jqwZ;Pagamento de débitos;D;10000;16.77;1;0.34;XhQCxAPg-kG1J;0;10
77RIR9Iv-99oI;25;70000;Alugada;6.0;01e4fH6T-qmRt;Pessoal;B;15000;11.89;0;0.21;ZD1joFFk-BlTX;0;2
5XoG1wEs-jyMH;32;38400;Alugada;1.0;w5j8eqfK-EaOp;Empreendimento;B;10000;10.39;0;0.26;JYWfeFo0-rurh;0;10
DmkXsK6w-sit6;28;60000;Alugada;4.0;9IAG1LyA-031L;Educativo;A;10000;6.54;0;0.17;hQPXQbCm-U5lp;0;6
e8SFXui1-CvW0;25;62400;Hipotecada;4.0;GlFbpFx4-PAkq;Melhora do lar;B;2000;10.99;0;0.03;4vQiGUft-XT4o;0;4
ldxhlWLF-Sawh;37;88000;Hipotecada;21.0;iC8GnKDC-xTff;Empreendimento;A;12000;7.51;0;0.14;exuCLteg-Nntn;0;17
nfqwRaHZ-7Ppz;41;98004;Hipotecada;25.0;djvmyEPN-CUuG;Pagamento de débitos;C;12000;13.57;0;0.12;UUhO6T9q-drxh;0;15
i3qbUiby-KyoW;35;45000;Hipotecada;16.0;zel0UFft-UrYD;Médico;C;6500;13.98;0;0.14;h1nWBPfz-pnZr;0;10
bCBI3L5T-6DmF;22;28000;Alugada;4.0;leJ05Tmj-3oRP;Educativo;B;3000;10.59;0;0.11;hrBlsDkn-RfTo;0;3
wkhNWd7q-klxI;21;29004;Hipotecada;3.0;nyeCHctD-P2a4;Educativo;E;7400;17.56;1;0.26;TltNE0zi-9uqL;0;3
9Zoj7asJ-osAj;24;110000;Alugada;4.0;Be0Qzm8o-sb2f;Pagamento de débitos;A;13000;8.9;0;0.12;XSxKFwgm-MhzJ;0;2
uZYQtZI5-ZKmG;36;62000;Alugada;3.0;n9R4kQQj-6Gqf;Pagamento de débitos;B;8000;11.12;0;0.13;ZvzjFmzc-BkNK;0;13
9Ho3tpmh-LpGz;40;32000;Alugada;2.0;MHaWsLah-0Q5F;Pagamento de débitos;D;8000;14.96;1;0.25;Z5pLlbDm-Zwx7;1;17
MBHzp2ER-1PwH;21;40800;Alugada;3.0;x9OkRaU9-TqlA;Médico;C;13000;13.57;1;0.32;tk9mldFz-933p;1;2
xRDtH4Df-ACkN;24;88000;Hipotecada;0.0;Yr7yyhDa-HSAj;Educativo;B;15000;10.2;1;0.17;KtnkPJeZ-t447;0;4
TzGzltv5-J5pz;25;20000;Alugada;0.0;ZJr5nla5-p4cU;Médico;C;3500;10.28;0;0.17;wz4jqjfr-d4Mn;1;3
lgaxels2-vqc4;36;72800;Alugada;3.0;9TWEIKuT-b0UG;Melhora do lar;D;24000;14.09;1;0.33;2JpLFsJx-D29C;0;16
WHPh2Yw3-ltDb;29;85000;Hipotecada;9.0;t5FPB8K5-FoR5;Empreendimento;B;20000;10.38;0;0.24;9PpRUgRS-3Kwd;0;9
JfECOFZ1-JMrU;22;58650;Hipotecada;5.0;osYru56w-subx;Médico;D;9250;15.21;1;0.13;e7ExgLWY-2Rj1;0;4
xWZcMO0v-adzY;37;40000;Hipotecada;13.0;e6HCe4oU-hE9w;Empreendimento;A;17500;7.9;0;0.44;iPBGPhWi-A4Th;0;12
d5Ekw9IC-XZjK;22;75000;Alugada;5.0;1sAS0j8z-1a4H;Empreendimento;B;5000;11.49;0;0.07;5vXhBuR3-tSlA;0;3
SUKM2xRE-v5Dm;30;150000;Alugada;5.0;gvrLDimI-S7NJ;Pagamento de débitos;C;25000;12.53;0;0.17;uNFbfq41-bWy5;0;6
3PgPsQcK-Bd5r;21;33000;Alugada;2.0;iwhHWNYx-wQrW;Educativo;C;10800;12.23;1;0.33;nqC8ztqP-9ZWO;0;3
NNy20y2L-QoJg;27;72000;Alugada;0.0;jUXhblA4-DSnc;Médico;B;15000;11.86;0;0.21;0AwUwZMp-YMzL;0;6
1n3POHD9-A2fO;24;24000;Alugada;1.0;wL5iWWM2-fixx;Médico;B;6000;11.99;0;0.25;RcnB0jJs-GUme;0;4
2qEcLfNb-qZ1Y;23;58650;Alugada;7.0;XpYNA7C2-OAFN;Médico;D;10800;16.29;1;0.16;vlKif3eq-E1AW;0;3
RATelAd2-yw8m;24;145000;Hipotecada;0.0;LJa5eLMp-4dmU;Melhora do lar;B;7000;10.99;0;0.05;6dCkCZMr-plwo;0;3
g8rKRpwK-qOqO;24;24000;Alugada;1.0;vHjhZL4u-RCcQ;Médico;A;8500;7.9;1;0.35;fZR1OM2p-f3kL;0;2
8U4p6SBp-a857;31;36000;Hipotecada;2.0;a9iHJ1Fn-6Yhc;Melhora do lar;A;4800;7.51;0;0.13;7UgWsf42-sx8k;0;5
5HzDGvIB-p5yc;21;44000;Hipotecada;5.0;thvJIfgT-njB3;Empreendimento;D;7500;12.92;1;0.17;MW3kRfb7-5BhB;0;4
nJ0b4saS-FJh3;41;42000;Alugada;2.0;UC0nDbku-lYTR;Empreendimento;A;5000;7.49;0;0.12;fX0Bj4Pq-4F2B;0;15
ICUaH8FA-YeOi;27;52000;Hipotecada;5.0;K5mKzdoI-dKmr;Pessoal;A;10000;7.29;0;0.19;ITx7QIBy-IFKT;0;7
fkfIoptZ-A326;28;43200;Alugada;1.0;yfJPrTf9-NWIL;Médico;A;3000;7.49;0;0.07;Z8qWsbRJ-Oz9s;0;9
92pcxhWB-QjiY;30;66120;Hipotecada;10.0;4zMkie0l-dqUO;Pessoal;C;2800;13.57;0;0.04;Q0wAzR5t-LYl7;0;6
lyIwPKNO-2tmM;24;39000;Alugada;2.0;KR4b8blJ-vP0W;Pagamento de débitos;E;16000;19.91;1;0.41;lBZEMguv-WrJO;1;3
J5cxHsAk-TQFX;21;55692;Alugada;5.0;qdDc4ehx-ka00;Pessoal;A;5600;6.62;0;0.1;E2RAGaEC-uS7R;0;2
I2aQA0Pj-DNgR;23;55000;Hipotecada;7.0;Ybz0DQGC-T5HB;Pagamento de débitos;A;7500;7.51;0;0.14;twa70iuH-lvG3;0;4
eMjcMcGg-qAgD;22;72000;Alugada;0.0;UnWc6QyP-pJZS;Empreendimento;B;9975;10.99;0;0.14;x0hNzCQc-SBz7;0;3
FYCQtUWs-6rlS;31;57000;Alugada;2.0;xAQTLpBn-2kSy;Educativo;B;7500;12.53;0;0.13;tnpruXsG-SRp9;0;9
mThijZSQ-9Atp;35;200004;Hipotecada;19.0;3YZEMatK-acsc;Pagamento de débitos;A;6000;7.68;0;0.03;TkDOsm3k-1HqO;0;8
Ybovd6Q2-Au8S;24;60000;Alugada;0.0;GnEBNbxb-fwWw;Melhora do lar;B;6000;11.48;0;0.1;ra2A5Wko-lxTB;0;2
u14mpbLF-QT3F;25;34000;Hipotecada;9.0;ynxSJjLO-jX9b;Médico;A;2000;7.66;1;0.06;iWS3Zee1-f6Mf;0;4
l20YpzDO-JWZG;25;201000;Hipotecada;9.0;82mp4243-8UuF;Pagamento de débitos;A;14000;7.66;0;0.07;vA1FCmsP-iqOi;0;4
SuL3sTiM-u1tq;20;135000;Hipotecada;1.0;XN9KNmES-MNfw;Empreendimento;C;15000;15.96;0;0.11;Ada6IXbz-noby;1;2
lLtH3EGK-k7Af;70;30000;Alugada;1.0;Dt8rayK5-jxBC;Médico;B;5000;10.96;0;0.17;Mr8N6TYz-5kkS;0;28
naQjDiFq-EyMP;25;26729;Alugada;5.0;A1oMz4Gy-7x7X;Empreendimento;B;7300;11.14;0;0.27;NpWJ6Tev-jCWS;0;4
gQe3njpm-O4Lq;23;37500;Alugada;2.0;oX0NJiYG-u8AM;Pagamento de débitos;C;8000;14.26;0;0.21;1RAF5iuz-Yvti;0;4
SkFCjaRG-NnzN;22;45996;Alugada;2.0;BHox4zMj-2FmS;Educativo;A;8000;7.51;0;0.17;88Ic0PkP-10vj;0;3
TSydCED5-TSWb;22;47748;Hipotecada;5.0;WKzdNA7y-5k5I;Pessoal;A;4500;6.39;0;0.09;oi2zNyUC-s9ZC;0;4
GPeFxUSa-X7E0;31;67800;Alugada;7.0;7My53RT5-XNg3;Educativo;B;15000;11.89;0;0.22;BbllDBY2-cJjo;0;8
0lqvMvSO-Q9go;26;250000;Hipotecada;10.0;zq0xtQI8-gKRf;Educativo;A;15000;7.49;0;0.06;9JhkiHuy-2pJ0;0;2
jH9q6l6e-XCaC;22;90000;Hipotecada;3.0;qUgxhdHc-4muO;Educativo;C;25000;12.73;0;0.28;dBI3KoIc-CatG;0;4
kByBJuzR-lZbI;24;50000;Hipotecada;5.0;tM35kSW5-ftCF;Pessoal;A;6000;6.17;0;0.12;pYJjGJaM-C12B;0;2
hf9gwrCu-nUF7;34;65000;Própria;2.0;XOZKHqXj-LUzj;Pessoal;A;5600;8.0;0;0.09;SWy376OO-ITCQ;0;6
KvQaWziu-9ixa;26;48000;Hipotecada;10.0;JkUne4jX-xnNt;Pagamento de débitos;C;11000;13.49;0;0.23;GAkBd8wx-UfWf;0;3
N8Ob2XND-JjIW;34;40000;Alugada;2.0;sMwPD90O-882f;Empreendimento;B;5000;12.53;0;0.13;N0QKPFHQ-hgp3;0;10
XyvY1lz4-c1Al;35;38000;Hipotecada;1.0;k5MR5XsW-9PM5;Médico;B;2400;10.37;0;0.06;2qQf7cQS-Uk9i;0;5
DI1ep9Cf-NW4Y;25;62000;Hipotecada;9.0;CYcgjimZ-tIRP;Empreendimento;B;8500;10.99;0;0.14;TwEC7mGZ-SJ3b;0;2
4NOpOmv8-tHaY;24;68000;Alugada;0.0;0XNPHOmS-Zbpx;Empreendimento;A;10000;6.99;0;0.15;6OQlj4Gr-x80B;0;3
43nAEv79-Fx7e;25;62400;Hipotecada;9.0;hARlJMqd-eTcp;Educativo;D;12500;14.96;0;0.2;UqtUURsL-z572;0;3
pHrSh2eb-Lzjh;26;30000;Hipotecada;10.0;a410Uhn3-84F3;Empreendimento;A;6500;6.62;0;0.22;oHdQBBsK-72zb;0;3
DQnxIXaI-R6hw;22;40000;Alugada;1.0;7609GKMW-PWnF;Educativo;B;4000;12.69;0;0.1;tFf4iIKD-6CkD;0;3
dgBB6znX-Hfe5;26;65000;Alugada;1.0;3kQyEXEh-LNp8;Pessoal;A;10000;7.66;0;0.15;ZpaHGCc5-2uIi;0;3
huM99aqa-ejK0;33;30000;Alugada;0.0;5MMj55rm-7R0v;Médico;A;5000;7.74;0;0.17;9y8C2Gn9-POWc;0;8
nAZt7ZSC-5ylz;31;50004;Hipotecada;15.0;tnjQkZAQ-OoXh;Pagamento de débitos;A;10000;8.0;0;0.2;mkvJdejU-1sft;0;8
0Cl3tTWH-oenW;31;34000;Alugada;9.0;vevbLW4L-emQr;Empreendimento;B;15000;9.88;1;0.44;Yw8TkU7w-11N3;0;6
K6b4pezO-3EHP;37;65004;Hipotecada;5.0;kSrIOYTm-CTrH;Médico;B;17000;11.26;0;0.26;830ZaopE-JEfj;0;13
WO5TJi8n-1cBT;32;84000;Hipotecada;15.0;OdXjTU3G-XJ3k;Médico;A;15000;6.91;0;0.18;SarA2bx0-qnir;0;7
vWKldMeR-i857;26;52000;Hipotecada;7.0;9XmhpdHj-A75U;Empreendimento;B;6500;10.74;0;0.13;uHcStFs5-9O7P;0;2
h2R2nlh4-xa1U;23;69000;Alugada;7.0;ekdKNFwr-mwhL;Pessoal;B;9000;11.49;0;0.13;J314YT8P-52Wo;0;2
oAOmHUUg-BiAB;29;32400;Hipotecada;0.0;ZtkAcbcU-44TF;Pagamento de débitos;C;4000;12.98;0;0.12;SdfMsEB3-Hhx3;1;6
83RHbgwK-x5qR;28;159000;Hipotecada;3.0;04FGwNHU-pgPQ;Pessoal;B;15000;11.86;0;0.09;IXNFnxmY-25W9;0;8
nZWzoXlg-QS1x;33;40000;Alugada;6.0;ZDkU6ES1-9zR1;Empreendimento;A;3000;5.42;0;0.07;9LhhvUip-5gdl;0;10
DxUyApkl-CA1T;39;40000;Própria;4.0;qxCysOTw-haWr;Empreendimento;B;1000;10.37;0;0.03;FbniUMXZ-fyGe;0;16
cxR05Dqx-Qsvi;27;66000;Hipotecada;12.0;dJOmBtiF-k3oR;Educativo;D;8400;16.49;0;0.13;x7Hvd1JA-vxk5;1;7
GEc77D6v-uxck;24;28800;Alugada;0.0;NH0cpll7-Gk8z;Médico;C;5300;15.27;0;0.18;DMfglE7g-SeoQ;0;3
KjlXTNZr-0TKv;45;180000;Hipotecada;8.0;x6d5ip6L-8tN5;Médico;A;10000;5.99;0;0.06;mkF0AwOe-mlAr;0;11
C9WWilMn-CUcB;27;65000;Hipotecada;11.0;T2uDNSe1-cW9q;Pessoal;A;18000;7.51;0;0.28;OAYmJ3os-82Hr;0;5
GIWZaxGe-rfyj;29;83000;Hipotecada;13.0;LF9xUFyy-eu7m;Melhora do lar;A;7500;8.9;0;0.09;PPrRUlSO-Ycy9;0;6
6hBWPFYW-mF4Y;38;35000;Hipotecada;6.0;jPGllAbj-g2Cg;Empreendimento;A;4800;7.51;0;0.14;m1dXSMSP-BHZg;0;14
mSJuaEgp-A4c3;23;93000;Hipotecada;5.0;KtBPalsE-1lNa;Empreendimento;A;3000;7.12;0;0.03;LxmlKMSd-rrtv;0;3
fRsMv27Y-JTfl;22;40000;Própria;0.0;g7BtM9OC-czKr;Educativo;A;6000;8.0;0;0.15;SsvcgaLa-yk9C;0;3
t5Q9r6y3-qexA;34;50000;Alugada;4.0;Z40Me1z8-X4PI;Pessoal;B;18000;8.88;1;0.36;vNWt5pNJ-UDky;0;9
9Pxf445P-TgYu;27;64000;Hipotecada;0.0;9rZtQHw5-CONR;Médico;A;8000;5.79;0;0.13;cRApbFHY-8sF5;0;5
WS6KtcJ8-d27J;23;72000;Hipotecada;5.0;2iPOAFSv-Mi6C;Médico;A;16000;7.4;0;0.22;M9YxdaPI-l8ZH;0;3
GeRhKEli-GJvQ;25;115000;Alugada;3.0;AEo75LHw-tR6I;Médico;B;10000;10.37;0;0.09;u2wz1v2j-hbxj;0;2
Uyoq6w9Y-rSZH;28;41000;Alugada;10.0;sqtJjQPc-Ndsq;Pagamento de débitos;C;1500;14.79;0;0.04;fvwrzerw-lblq;1;6
RmARRLJN-FsxZ;23;95000;Alugada;6.0;2Nt6nK6L-Cdbv;Educativo;B;15000;9.88;0;0.16;n5utavgS-Yti5;0;4
g3kXj5YT-0fvm;25;43500;Alugada;0.0;HKMdwCTx-mqHB;Médico;A;4500;6.76;0;0.1;c58jTSdg-GODa;0;2
JC0MyXKL-X9H6;31;30000;Alugada;4.0;Y9CT7FSr-OF7x;Pagamento de débitos;B;12000;10.39;1;0.4;mqWU4WFh-suM0;0;9
SIOrBEAT-tc5P;24;54000;Hipotecada;6.0;RdOjXoa2-TKLm;Melhora do lar;C;6300;14.65;1;0.12;FHuRodFy-GcPS;1;2
hEBs0R6y-8T12;23;39200;Alugada;1.0;NLFlIhWu-TpDK;Educativo;A;2500;7.74;0;0.06;rY7Y5E7T-6kpk;0;3
H3QoXXWI-zCUN;27;45500;Própria;11.0;Lv5lg9zw-4OGh;Empreendimento;C;14000;13.92;0;0.31;KI6jAgPl-7Nax;1;6
rjPPztMk-uRdH;30;102213;Alugada;3.0;mETBPoPZ-b5GG;Médico;D;25000;15.7;1;0.21;CzKoASPx-ojvm;0;7
q89NkdqY-anQQ;27;100000;Hipotecada;0.0;2fzIRNoB-zv92;Melhora do lar;A;5000;8.07;0;0.05;h486SxuX-bwaK;0;10
g4H1IwIz-FGrm;31;38000;Hipotecada;2.0;83uf9kko-cPpz;Médico;B;2000;11.36;0;0.05;iToNASkf-WXMb;0;8
UB8pINfK-HqLN;30;60000;Alugada;11.0;RaXMTfBk-Zz4j;Pagamento de débitos;A;5500;7.51;0;0.09;PcC2Q9xe-UohP;0;10
z2tP1cq7-A8Ee;31;70000;Alugada;4.0;EATnE2Ex-9UcL;Educativo;B;8000;10.99;0;0.11;U98vIIgR-wCZX;0;6
tlgP9Mrm-vDo6;21;30000;Hipotecada;4.0;SMAYR782-O2xR;Pagamento de débitos;A;14000;9.38;0;0.47;kL4QMHWU-TqDF;0;4
oq9pvc3J-a6Hj;22;24000;Hipotecada;4.0;ecd0tGw8-1Ayj;Educativo;A;1300;5.42;0;0.05;kOf3QX74-kSod;0;3
ICkToabL-pGQE;23;25920;Alugada;4.0;y0QEMGj2-5hHI;Educativo;D;10000;15.58;1;0.39;tSX0KcIW-5DTv;0;2
uckINlmG-cI0M;26;53000;Hipotecada;10.0;L1ZLwbad-vpjy;Empreendimento;A;12000;5.99;0;0.23;NMUFyl1z-vsRR;0;4
FGzgO7lw-sRob;28;84996;Alugada;8.0;wjAsheZe-aK23;Melhora do lar;C;20000;13.92;0;0.24;3wRUtHyA-Pfzy;0;9
rbY5trhX-ibg0;24;70000;Alugada;8.0;E90wgTZR-fbJ5;Empreendimento;E;20000;14.88;1;0.29;vOygcLA1-SlTI;0;4
cAi9hZzw-XrkZ;27;36400;Alugada;5.0;dURK7JPe-sfd9;Médico;A;9000;7.49;0;0.25;SOWziiSC-pMUn;0;8
kJ4RDhrO-OIo9;25;95000;Alugada;4.0;p6rGo0aq-yIur;Educativo;A;24000;8.9;0;0.25;Lo1z2KRJ-O6bg;0;2
O5N48y9I-2RZI;27;150000;Hipotecada;11.0;OWRReDSD-DbWw;Pessoal;B;25000;10.36;0;0.17;BblBN8rt-YbO6;0;7
v8NXk6Pd-b5jg;24;110000;Hipotecada;0.0;xy9HwgQl-Lb0T;Educativo;D;13200;15.28;0;0.12;mmuiSDJG-Hq9M;0;3
WvFeoIT2-NfXS;29;115000;Própria;12.0;gQgpRktZ-3PtK;Educativo;D;35000;15.28;0;0.3;ZfDC6giy-sLRm;1;5
mrc2tBSg-XZUI;27;85000;Alugada;11.0;Pjzewu16-jYKr;Pagamento de débitos;C;6000;13.43;0;0.07;cMQP079N-7lwr;1;5
HsPuFrTS-XsN5;22;53000;Hipotecada;6.0;Q9xGQB3Q-s9jA;Pessoal;A;5000;5.42;0;0.09;xwEueclh-gDoA;0;3
kDRTWAYD-kGAF;24;91000;Hipotecada;5.0;BMnDesOz-rCoe;Pagamento de débitos;A;15000;7.88;0;0.16;ZdbEC8OS-YW4X;0;2
RvwOqlp2-xHZu;23;55000;Hipotecada;7.0;z1hLf0Ma-tpYL;Pagamento de débitos;A;4000;5.42;0;0.07;cYhzhhMF-9f4y;0;3
aftodBCi-ugHQ;66;43000;Alugada;17.0;hewgOCTN-ZBLm;Pagamento de débitos;D;22250;14.59;1;0.52;851FieKi-QwEz;1;23
gfKopwFG-RP0C;24;38400;Alugada;9.0;fJvH228k-TFmh;Pagamento de débitos;B;10000;10.38;0;0.26;1LEPwp6G-AyQQ;0;3
EdBidPNB-ObWo;30;114000;Hipotecada;14.0;PJxjqUbf-tN7o;Médico;A;7200;6.03;0;0.06;Gf2tBGKp-NxmT;0;8
qRMJOlea-Gi2Y;21;38000;Alugada;5.0;wqIrLN5g-KabH;Empreendimento;B;3500;10.59;0;0.09;9gisBGGC-LNIx;0;3
1C8awwE4-BqQ2;26;35500;Alugada;10.0;uiZiABf6-DGIY;Pagamento de débitos;D;8400;17.27;1;0.24;p0zsiByO-j3E4;0;4
zIvHE5SR-j6iC;30;35000;Própria;8.0;4r13hDWh-mQ6U;Médico;B;10000;10.65;0;0.29;OXfEahrF-nEnw;0;6
QZpROr1u-h1Dt;23;59000;Alugada;5.0;RRxCmnJv-5afD;Pagamento de débitos;E;24000;19.69;1;0.41;D2J1YGTP-RBKL;1;2
3c1GJlu1-kJy6;23;129996;Hipotecada;2.0;oz9i91X3-5KQx;Empreendimento;B;30000;11.11;0;0.23;KfHBDWkQ-18vu;0;4
3wsfEApw-bktS;24;73440;Hipotecada;7.0;gcr17JFt-2lPA;Educativo;A;7000;6.99;0;0.1;BCutfBIK-WaAa;0;2
qUogOFm7-2giO;26;18144;Alugada;2.0;NRz0c1RG-GvB5;Pessoal;B;2675;9.91;0;0.15;CA5YSy1w-2sdf;0;4
9LAU53jt-Ze4s;25;85000;Hipotecada;6.0;8hqBWln3-dQZB;Melhora do lar;A;4000;6.54;0;0.05;H83NTSig-CLmE;0;3
pqLZZ8bc-DrkU;32;29000;Alugada;17.0;hwnnYaTm-gCjA;Pessoal;D;4800;16.29;1;0.17;gassJjNL-aip7;1;7
eLO0F284-Zfb4;30;45000;Alugada;4.0;2ofnp0UN-FjNK;Empreendimento;D;10000;13.36;0;0.22;ItcZeKnN-SaYG;0;9
uf2NmhRG-Hbo6;23;48000;Alugada;5.0;zMbon6u4-hH0U;Pagamento de débitos;B;5000;9.25;0;0.1;RxcHOydv-wefX;0;2
YZ0rFmHb-3Gs9;32;122400;Hipotecada;16.0;ZgEKnPs1-88ch;Médico;A;10000;7.88;0;0.08;aaFLrN54-aUvD;0;6
PtTZj2hv-ruWj;28;140000;Hipotecada;11.0;pv8auNjX-240F;Melhora do lar;B;5000;11.49;0;0.04;s89rxD8E-EJ13;0;9
RlKfsPpD-jsGs;26;116004;Hipotecada;11.0;XeSYy4BF-Cm6H;Empreendimento;B;20000;12.21;0;0.17;nL1tOZYS-YOzG;0;2
TqHRf90N-s4jF;24;127000;Hipotecada;3.0;sJPbMHv0-bSbx;Melhora do lar;D;12000;15.05;0;0.09;nXnZG9i3-6QvE;1;3
U0eGnXDk-u0cW;25;98000;Hipotecada;9.0;ZmSNbzAI-kmeC;Melhora do lar;E;25000;16.45;1;0.26;eY3wIzbG-vGcK;0;4
EDD1AyRt-cobu;39;78200;Alugada;18.0;oJRxRUeG-ZYqv;Médico;D;24250;16.0;1;0.26;cC6TLkeP-75tg;1;13
hBn6Nj78-fvgu;26;31200;Alugada;8.0;w1JRom7y-y1od;Pessoal;A;5000;8.63;0;0.16;2SebLJsQ-lj5F;0;2
zuLdv8fe-vC1H;33;400000;Hipotecada;9.0;Js6eFhAX-97ra;Pessoal;A;15000;6.03;0;0.04;eF5XrhQm-zFMS;0;10
YI3wqg9v-ipcQ;26;52000;Hipotecada;10.0;K811JC7W-qK5d;Pessoal;A;3000;9.63;0;0.06;7kIzvjbI-Ecfp;0;3
Eoxmb2Li-uh0K;22;30000;Hipotecada;4.0;3OeQ0aHX-DZYv;Educativo;B;5000;11.89;1;0.17;ahx13D4z-CM7a;0;4
DvMngy8t-r0mr;32;113000;Alugada;5.0;M7Pvd4Ax-QSi6;Melhora do lar;D;12000;16.29;1;0.11;99382zDB-0Khm;0;5
rwjkh8f1-CQkA;36;23004;Própria;0.0;UqKkPk8s-r09q;Empreendimento;B;12000;11.48;0;0.52;UEpU2DrF-w8OF;0;11
vNkZW4P8-Ubte;22;51480;Hipotecada;4.0;9isHnAmY-0khE;Médico;B;3000;11.83;0;0.06;fUF0hzHe-pSzU;0;2
mqPi2SBl-relY;34;120000;Alugada;4.0;QHbOCJAG-L5HB;Pessoal;B;12000;11.49;0;0.1;SgT0a8lo-TZcL;0;6
AfDojhCs-djJr;31;75000;Alugada;4.0;XGyJ3cu7-yUiX;Médico;C;4000;13.49;0;0.05;14fuJ6lK-BQqw;1;8
qXYQxav3-m8oF;24;26400;Alugada;5.0;RF4fC9M7-MlmC;Médico;A;10000;6.54;1;0.38;I7dFAzW7-t0ig;0;4
2m0C2SrX-Ff8S;22;34900;Hipotecada;4.0;SM8vMr8p-SySJ;Pagamento de débitos;D;3600;15.7;1;0.1;ZUkl5vAs-QFdK;0;4
h3egP18H-IHxH;22;40000;Hipotecada;1.0;m5pqgW7r-xmoZ;Educativo;A;4800;5.42;0;0.12;bp1zpWN0-2H6K;0;2
hIaltHji-y2Wp;26;65000;Alugada;5.0;7f01Kxak-reJw;Melhora do lar;A;15000;7.66;0;0.23;8Zajgx37-AIh2;0;4
QFfkP0R6-8PQB;28;110000;Hipotecada;7.0;uSDrNJgs-v4d2;Melhora do lar;B;10750;11.86;0;0.1;lAYng8hB-pJLu;0;9
